-117.329597	34.56065	-23.194624267102895
-117.329597	34.56065	-46.38924853420579
-117.329597	34.56065	-69.58387280130869
-117.329597	34.56065	-92.77849706841158
-117.329597	34.56065	-115.97312133551448
-117.329597	34.56065	-139.16774560261737
-117.329597	34.56065	-162.36236986972028
-117.329597	34.56065	-185.55699413682316
-117.329597	34.56065	-208.75161840392605
-117.329597	34.56065	-231.94624267102895
-117.329597	34.56065	-255.14086693813186
-117.329597	34.56065	-278.33549120523475
-117.329597	34.56065	-303.4619277133671
-117.329597	34.56065	-330.6810714393828
-117.329597	34.56065	-360.16721783096153
-117.329597	34.56065	-392.1091788925295
-117.329597	34.56065	-426.7114922267031
-117.329597	34.56065	-464.1957307732502
-117.329597	34.56065	-504.8019216323679
-117.329597	34.56065	-548.7900830575911
-117.329597	34.56065	-596.441889460334
-117.329597	34.56065	-648.0624750877761
-117.329597	34.56065	-703.9823879237919
-117.329597	34.56065	-764.5597063245588
-117.329597	34.56065	-830.1823319425378
-117.329597	34.56065	-901.2704736213699
-117.329597	34.56065	-978.279338167094
-117.329597	34.56065	-1061.7020452258096
-117.329597	34.56065	-1152.0727849329523
-117.329597	34.56065	-1249.9702385539204
-117.329597	34.56065	-1356.021284019824
-117.329597	34.56065	-1470.9050100864465
-117.329597	34.56065	-1595.3570648207312
-117.329597	34.56065	-1730.1743662599579
-117.329597	34.56065	-1876.2202054079085
-117.329597	34.56065	-2034.429774244621
-117.329597	34.56065	-2205.8161541478626
-117.329597	34.56065	-2391.4768030726714
-117.329597	34.56065	-2592.6005830290574
-117.329597	34.56065	-2810.475372857715
-117.329597	34.56065	-3046.4963150514986
-117.329597	34.56065	-3302.1747494304836
-117.329597	34.56065	-3579.147890876619
-117.329597	34.56065	-3879.189313098524
-117.329597	34.56065	-4204.220305558316
-117.329597	34.56065	-4556.322176283566
-117.329597	34.56065	-4937.749579344389
-117.329597	34.56065	-5350.944952337022
-117.329597	34.56065	-5798.554156323072
-117.329597	34.56065	-6283.443418373444
-117.329597	34.56065	-6808.717685207065
-117.329597	34.56065	-7377.7405054503715
-117.329597	34.56065	-7994.155567831878
-117.329597	34.56065	-8661.910033229819
-117.329597	34.56065	-9385.27980997761
-117.329597	34.56065	-10168.896934275419
-117.329597	34.56065	-11017.779231035873
-117.329597	34.56065	-11937.362445094688
-117.329597	34.56065	-12933.535048535578
-117.329597	34.56065	-14012.675947015188
-117.329597	34.56065	-15181.695326537285
-117.329597	34.56065	-16448.078902234978
-117.329597	34.56065	-17819.935852504263
-117.329597	34.56065	-19306.050745430985
-117.329597	34.56065	-20915.939790017655
-117.329597	34.56065	-22659.911772409996
-117.329597	34.56065	-24549.134067323077
-117.329597	34.56065	-26595.704147365625
-117.329597	34.56065	-28812.727048166216
-117.329597	34.56065	-31214.399285342723
-117.329597	34.56065	-41214.39928534272
-117.329597	34.56065	-51214.39928534272
-117.329597	34.56065	-61214.39928534272
-117.329597	34.56065	-71214.39928534272
-117.329597	34.56065	-81214.39928534272
-117.329597	34.56065	-91214.39928534272
-117.329597	34.56065	-101214.39928534272
-117.329597	34.56065	-111214.39928534272
-117.329597	34.56065	-121214.39928534272
-117.329597	34.56065	-131214.39928534272
-117.329597	34.56065	-141214.39928534272
-117.329597	34.56065	-151214.39928534272
-117.329597	34.56065	-161214.39928534272


