-118.286308	34.019192	-23.194624267102895
-118.286308	34.019192	-46.38924853420579
-118.286308	34.019192	-69.58387280130869
-118.286308	34.019192	-92.77849706841158
-118.286308	34.019192	-115.97312133551448
-118.286308	34.019192	-139.16774560261737
-118.286308	34.019192	-162.36236986972028
-118.286308	34.019192	-185.55699413682316
-118.286308	34.019192	-208.75161840392605
-118.286308	34.019192	-231.94624267102895
-118.286308	34.019192	-255.14086693813186
-118.286308	34.019192	-278.33549120523475
-118.286308	34.019192	-303.4619277133671
-118.286308	34.019192	-330.6810714393828
-118.286308	34.019192	-360.16721783096153
-118.286308	34.019192	-392.1091788925295
-118.286308	34.019192	-426.7114922267031
-118.286308	34.019192	-464.1957307732502
-118.286308	34.019192	-504.8019216323679
-118.286308	34.019192	-548.7900830575911
-118.286308	34.019192	-596.441889460334
-118.286308	34.019192	-648.0624750877761
-118.286308	34.019192	-703.9823879237919
-118.286308	34.019192	-764.5597063245588
-118.286308	34.019192	-830.1823319425378
-118.286308	34.019192	-901.2704736213699
-118.286308	34.019192	-978.279338167094
-118.286308	34.019192	-1061.7020452258096
-118.286308	34.019192	-1152.0727849329523
-118.286308	34.019192	-1249.9702385539204
-118.286308	34.019192	-1356.021284019824
-118.286308	34.019192	-1470.9050100864465
-118.286308	34.019192	-1595.3570648207312
-118.286308	34.019192	-1730.1743662599579
-118.286308	34.019192	-1876.2202054079085
-118.286308	34.019192	-2034.429774244621
-118.286308	34.019192	-2205.8161541478626
-118.286308	34.019192	-2391.4768030726714
-118.286308	34.019192	-2592.6005830290574
-118.286308	34.019192	-2810.475372857715
-118.286308	34.019192	-3046.4963150514986
-118.286308	34.019192	-3302.1747494304836
-118.286308	34.019192	-3579.147890876619
-118.286308	34.019192	-3879.189313098524
-118.286308	34.019192	-4204.220305558316
-118.286308	34.019192	-4556.322176283566
-118.286308	34.019192	-4937.749579344389
-118.286308	34.019192	-5350.944952337022
-118.286308	34.019192	-5798.554156323072
-118.286308	34.019192	-6283.443418373444
-118.286308	34.019192	-6808.717685207065
-118.286308	34.019192	-7377.7405054503715
-118.286308	34.019192	-7994.155567831878
-118.286308	34.019192	-8661.910033229819
-118.286308	34.019192	-9385.27980997761
-118.286308	34.019192	-10168.896934275419
-118.286308	34.019192	-11017.779231035873
-118.286308	34.019192	-11937.362445094688
-118.286308	34.019192	-12933.535048535578
-118.286308	34.019192	-14012.675947015188
-118.286308	34.019192	-15181.695326537285
-118.286308	34.019192	-16448.078902234978
-118.286308	34.019192	-17819.935852504263
-118.286308	34.019192	-19306.050745430985
-118.286308	34.019192	-20915.939790017655
-118.286308	34.019192	-22659.911772409996
-118.286308	34.019192	-24549.134067323077
-118.286308	34.019192	-26595.704147365625
-118.286308	34.019192	-28812.727048166216
-118.286308	34.019192	-31214.399285342723
-118.286308	34.019192	-41214.39928534272
-118.286308	34.019192	-51214.39928534272
-118.286308	34.019192	-61214.39928534272
-118.286308	34.019192	-71214.39928534272
-118.286308	34.019192	-81214.39928534272
-118.286308	34.019192	-91214.39928534272
-118.286308	34.019192	-101214.39928534272
-118.286308	34.019192	-111214.39928534272
-118.286308	34.019192	-121214.39928534272
-118.286308	34.019192	-131214.39928534272
-118.286308	34.019192	-141214.39928534272
-118.286308	34.019192	-151214.39928534272
-118.286308	34.019192	-161214.39928534272
